title,audience_rating,genre,critic_rating,runtime,votes,gross,year
Capote,7.3,"Biography, Crime, Drama",88,114 min,137758,"28,747,570",2005
O Exorcismo de Emily Rose,6.7,"Drama, Horror, Thriller",46,119 min,135927,"75,072,454",2005
Syriana,6.9,"Drama, Thriller",76,128 min,132946,"50,824,620",2005
American Dad,7.4,"Animation, Comedy",N/A,22 min,132701,N/A,2005
Aeon Flux,5.4,"Action, Adventure, Sci-Fi",36,93 min,131285,"25,857,987",2005
Red Eye,6.5,Thriller,71,85 min,130641,"57,891,803",2005
A Casa de Cera,5.5,"Horror, Thriller",41,113 min,130493,"32,064,800",2005
Os Irmãos Grimm,5.9,"Action, Adventure, Comedy",51,118 min,124486,"37,916,267",2005
Apenas Amigos,6.2,"Comedy, Romance",47,96 min,123539,"32,619,671",2005
A Chave,6.5,"Drama, Horror, Mystery",47,104 min,119912,"47,806,295",2005
Colete de Forças,7.1,"Drama, Fantasy, Mystery",44,103 min,117292,"6,303,762",2005
Doom - Sobrevivência,5.2,"Action, Horror, Sci-Fi",34,105 min,116868,"28,212,337",2005
Amityville - A Mansão do Diabo,5.9,Horror,33,90 min,115242,"65,233,369",2005
Enquanto Estiveres Aí...,6.7,"Comedy, Drama, Fantasy",47,95 min,115043,"48,318,130",2005
Erva,7.9,"Comedy, Crime, Drama",N/A,28 min,114921,N/A,2005
Hostage - Reféns,6.5,"Action, Crime, Drama",44,113 min,112603,"34,639,939",2005
Zathura - Aventura no Espaço,6.2,"Action, Adventure, Comedy",67,101 min,111211,"29,258,869",2005
A Intérprete,6.4,"Crime, Mystery, Thriller",62,128 min,109540,"72,708,161",2005
Brick,7.2,"Crime, Drama, Mystery",72,110 min,108742,"2,060,589",2005
O Meu Nome é Earl,7.8,Comedy,N/A,22 min,107104,N/A,2005
Danny the Dog - Força Destruidora,7.0,"Action, Crime, Thriller",58,103 min,106502,"24,520,892",2005
A Lenda de Zorro,5.9,"Action, Adventure, Romance",47,129 min,105588,"46,464,023",2005
Broken Flowers - Flores Partidas,7.2,"Comedy, Drama, Mystery",79,106 min,105399,"13,744,960",2005
Os Renegados do Diabo,6.7,"Crime, Drama, Horror",53,107 min,103751,"17,044,981",2005
À Vontade do Freguês,6.7,Comedy,30,94 min,103032,"16,124,543",2005
Sahara,6.0,"Action, Adventure, Comedy",41,124 min,101487,"68,671,925",2005
"Boa Noite, e Boa Sorte",7.4,"Biography, Drama, History",80,93 min,100105,"31,558,003",2005
Revólver,6.3,"Action, Crime, Drama",25,111 min,99973,"75,420",2005
The Ring 2 - O Aviso,5.4,"Horror, Mystery",44,110 min,99201,"76,231,249",2005
Terra dos Mortos,6.2,"Horror, Sci-Fi, Thriller",71,93 min,99164,"20,700,082",2005
O Chupeta,5.6,"Action, Comedy, Drama",30,95 min,98614,"113,086,868",2005
Chicken Little,5.7,"Animation, Adventure, Comedy",48,81 min,97737,"135,386,665",2005
Elektra,4.7,"Action, Adventure, Crime",34,97 min,96003,"24,409,722",2005
Sky High - Escola de Heróis,6.3,"Action, Comedy, Family",62,100 min,92014,"63,946,815",2005
Babam ve Oglum,8.2,"Drama, Family",N/A,112 min,89442,N/A,2005
O Novo Mundo,6.7,"Biography, Drama, History",69,135 min,88492,"12,712,093",2005
O Amigo Oculto,5.9,"Horror, Mystery",35,101 min,87540,"51,100,486",2005
A Lula e a Baleia,7.3,"Comedy, Drama",82,81 min,87227,"7,362,100",2005
Vingança Planeada,7.5,"Crime, Drama, Thriller",75,115 min,83629,"211,667",2005
Stay - Entre a Vida e a Morte,6.7,"Drama, Mystery, Thriller",41,99 min,83234,"3,626,883",2005
Nada a Esconder,7.3,"Drama, Mystery, Thriller",86,117 min,83216,"3,634,407",2005
Nanny McPhee - A Ama Mágica,6.6,"Comedy, Family, Fantasy",59,97 min,82279,"47,144,110",2005
O Terceiro Passo,8.5,"Drama, Mystery, Sci-Fi",66,130 min,1392604,"53,089,891",2006
The Departed - Entre Inimigos,8.5,"Crime, Drama, Thriller",85,151 min,1376612,"132,384,315",2006
300,7.6,"Action, Drama",52,117 min,844826,"210,614,939",2006
A Teoria do Big Bang,8.2,"Comedy, Romance",N/A,22 min,839432,N/A,2006
Piratas das Caraíbas - O Cofre do Homem Morto,7.4,"Action, Adventure, Fantasy",53,151 min,746095,"423,315,812",2006
Dexter,8.7,"Crime, Drama, Mystery",N/A,53 min,745879,N/A,2006
O Labirinto do Fauno,8.2,"Drama, Fantasy, War",98,118 min,687564,"37,634,615",2006
007: Casino Royale,8.0,"Action, Adventure, Thriller",80,144 min,677932,"167,445,960",2006
Diamante de Sangue,8.0,"Adventure, Drama, Thriller",64,143 min,570505,"57,366,262",2006
Em Busca da Felicidade,8.0,"Biography, Drama",64,117 min,540638,"163,566,459",2006
X-Men: O confronto final,6.6,"Action, Adventure, Sci-Fi",58,104 min,531049,"234,362,462",2006
Os Filhos do Homem,7.9,"Action, Drama, Sci-Fi",84,109 min,516255,"35,552,383",2006
Uma Família à Beira de um Ataque de Nervos,7.8,"Comedy, Drama",80,101 min,502887,"59,891,098",2006
O Código Da Vinci,6.6,"Mystery, Thriller",46,149 min,448525,"217,536,138",2006
Carros,7.2,"Animation, Adventure, Comedy",73,117 min,448055,"244,082,982",2006
O Diabo Veste Prada,6.9,"Comedy, Drama",62,109 min,442376,"124,740,460",2006
Borat: Aprender Cultura da América para Fazer Benefício Glorioso à Nação do Cazaquistão,7.4,Comedy,89,84 min,428488,"128,505,958",2006
As Vidas dos Outros,8.4,"Drama, Mystery, Thriller",89,137 min,400597,"11,286,112",2006
Infiltrado,7.6,"Crime, Drama, Mystery",76,129 min,387658,"88,513,495",2006
O Ilusionista,7.5,"Drama, Fantasy, Mystery",68,110 min,383245,"39,868,642",2006
Missão Impossível 3,6.9,"Action, Adventure, Thriller",66,126 min,379743,"134,029,801",2006
"À Noite, no Museu",6.5,"Adventure, Comedy, Family",48,108 min,365513,"250,863,268",2006
Death Note,8.9,"Animation, Crime, Drama",N/A,23 min,354248,N/A,2006
Click,6.4,"Comedy, Drama, Fantasy",45,107 min,346403,"137,355,633",2006
Apocalypto,7.8,"Action, Adventure, Drama",68,139 min,323131,"50,866,635",2006
Há Dias de Azar,7.7,"Crime, Drama, Thriller",53,110 min,320949,"22,494,487",2006
Déjà Vu,7.1,"Action, Crime, Sci-Fi",59,126 min,320571,"64,038,616",2006
Babel,7.5,Drama,69,143 min,311867,"34,302,837",2006
O Amor não Tira Férias,6.9,"Comedy, Romance",52,136 min,303598,"63,224,849",2006
A Idade do Gelo 2: Descongelados,6.8,"Animation, Adventure, Comedy",59,91 min,289444,"195,330,621",2006
Velocidade Furiosa - Ligação Tóquio,6.0,"Action, Crime, Thriller",45,104 min,289319,"62,514,415",2006
Super-Homem: O Regresso,6.1,"Action, Adventure, Sci-Fi",72,154 min,288743,"200,081,192",2006
O Perfume - História de um Assassino,7.5,"Crime, Drama, Fantasy",56,147 min,260249,"2,223,293",2006
Crank - Veneno no Sangue,6.9,"Action, Crime, Thriller",57,88 min,257854,"27,829,874",2006
Heroes,7.5,"Drama, Fantasy, Sci-Fi",N/A,45 min,247590,N/A,2006
O Último Capítulo,7.2,"Drama, Mystery, Romance",51,97 min,245224,"10,144,010",2006
A Maldição do Vale,6.5,"Horror, Mystery",31,125 min,238408,"46,982,632",2006
Contado Ninguém Acredita,7.5,"Comedy, Drama, Fantasy",67,113 min,233827,"40,137,776",2006
Rocky Balboa,7.1,"Action, Drama, Sport",63,102 min,226950,"70,270,943",2006
Planet Earth,9.4,Documentary,N/A,538 min,215762,N/A,2006
Underworld: Evolução,6.7,"Action, Fantasy, Thriller",36,106 min,205930,"62,318,875",2006
Saw 3 - O Legado,6.2,"Horror, Mystery, Thriller",48,108 min,202514,"80,238,724",2006
Happy Feet,6.4,"Animation, Adventure, Comedy",77,108 min,194787,"198,000,317",2006
As Corridas Loucas de Ricky Bobby,6.6,"Comedy, Sport",66,108 min,193675,"148,213,377",2006
O Último Rei da Escócia,7.6,"Biography, Drama, History",74,123 min,192337,"17,605,861",2006
Pular a Cerca,6.7,"Animation, Adventure, Comedy",67,83 min,184796,"155,019,340",2006
Terror nas Montanhas,6.4,"Horror, Thriller",52,107 min,178670,"41,778,863",2006
Terra de Idiotas,6.5,"Adventure, Comedy, Sci-Fi",66,84 min,174793,"438,653",2006
Ela é... Ele,6.4,"Comedy, Romance, Sport",45,105 min,169299,"2,339,735",2006
Cartas de Iwo Jima,7.8,"Action, Adventure, Drama",89,141 min,167480,"13,756,082",2006
A Malta das T.I.,8.5,Comedy,N/A,25 min,159768,N/A,2006
A Casa da Lagoa,6.8,"Drama, Fantasy, Romance",52,99 min,154884,"52,330,111",2006
Um Trunfo na Manga,6.6,"Action, Comedy, Crime",45,109 min,149720,"35,662,731",2006
O Último Destino 3,5.8,"Horror, Thriller",41,93 min,149209,"54,098,051",2006
Serpentes a Bordo,5.5,"Action, Adventure, Crime",58,105 min,142862,"34,020,814",2006
Nunca Tantos Fizeram Tão Pouco 2,7.3,Comedy,65,97 min,139095,"24,148,068",2006
Admitido,6.4,Comedy,47,93 min,137616,"36,323,505",2006
Separados de Fresco,5.8,"Comedy, Drama, Romance",45,106 min,136637,"118,703,275",2006
Por Água Abaixo,6.6,"Animation, Action, Adventure",74,85 min,134166,"64,665,672",2006
16 Blocks,6.6,"Action, Drama, Thriller",63,102 min,133306,"36,895,141",2006
A Casa Fantasma,6.6,"Animation, Comedy, Family",68,91 min,131288,"73,661,010",2006
Eragon,5.1,"Action, Adventure, Family",38,104 min,128911,"75,030,163",2006
30 Rock,8.3,Comedy,N/A,22 min,128835,N/A,2006
The Host - A Criatura,7.1,"Drama, Horror, Sci-Fi",85,120 min,128600,"2,201,923",2006
Flags of Our Fathers - As Bandeiras dos Nossos Pais,7.1,"Action, Adventure, Drama",79,135 min,127189,"33,602,376",2006
Scary Movie 4 - Que Susto de Filme!,5.1,Comedy,40,83 min,126257,"90,710,620",2006
This Is England - Isto é Inglaterra,7.7,"Crime, Drama",86,101 min,126107,"327,919",2006
Step Up,6.5,"Crime, Drama, Music",48,104 min,123721,"65,328,121",2006
Miami Vice,6.0,"Action, Adventure, Crime",66,132 min,121255,"63,450,470",2006
Rang De Basanti,8.1,"Comedy, Crime, Drama",N/A,167 min,121080,"2,197,331",2006
Marie Antoinette,6.5,"Biography, Drama, History",65,123 min,116884,"15,962,471",2006
A Scanner Darkly - O Homem Duplo,7.0,"Animation, Comedy, Crime",73,100 min,115323,"5,501,616",2006
Um Sonho Encantado,7.8,"Adventure, Drama, Fantasy",64,117 min,114961,"2,280,348",2006
Pecados Íntimos,7.5,"Drama, Romance",75,137 min,114555,"5,463,019",2006
A Rainha,7.3,"Biography, Drama",90,103 min,114480,"56,441,711",2006
Tenacious D - Rock dos Infernos,6.8,"Adventure, Comedy, Music",55,94 min,113186,"8,319,186",2006
Rescue Dawn - Espírito Indomável,7.3,"Adventure, Biography, War",77,125 min,109173,"5,490,423",2006
Voo 93,7.6,"Action, Drama, History",90,111 min,109092,"31,567,134",2006
Poseidon,5.7,"Action, Adventure, Thriller",50,98 min,108350,"60,674,817",2006
O Bom Pastor,6.7,"Drama, History, Thriller",61,167 min,106356,"59,952,835",2006
Alpha Dog,6.9,"Biography, Crime, Drama",53,122 min,106250,"15,229,325",2006
Voltar,7.6,"Comedy, Drama",84,121 min,105410,"12,899,867",2006
Psych - Agentes Especiais,8.4,"Comedy, Crime, Mystery",N/A,44 min,102581,N/A,2006
Open Season - Boog e Elliot Vão à Caça,6.1,"Animation, Adventure, Comedy",49,86 min,102530,"85,105,259",2006
A Senhora da Água,5.5,"Drama, Fantasy, Mystery",36,110 min,102339,"42,285,169",2006
Medo de Morte,7.3,"Action, Crime, Drama",41,122 min,102038,"6,855,137",2006
Um Ano Especial,6.9,"Comedy, Drama, Romance",47,117 min,99065,"7,458,269",2006
O Guardião,6.9,"Action, Adventure, Drama",53,139 min,96244,"55,011,732",2006
O Véu Pintado,7.4,"Drama, Romance",69,125 min,94905,"8,060,487",2006
High School Musical,5.5,"Comedy, Drama, Family",N/A,98 min,93348,N/A,2006
Super Nacho - O Herói do Wrestling,5.9,"Comedy, Family, Sport",52,92 min,91517,"80,197,993",2006
A Pantera Cor-de-Rosa,5.7,"Adventure, Comedy, Crime",38,93 min,90414,"82,226,474",2006
Paprika,7.7,"Animation, Drama, Fantasy",81,90 min,90378,"881,302",2006
Half Nelson - Encurralados,7.1,Drama,85,106 min,89970,"2,694,973",2006
Bem-Vindo ao Turno da Noite,7.1,"Comedy, Drama, Romance",54,102 min,89481,"24,942",2006
Slither - Os Invasores,6.5,"Comedy, Horror, Sci-Fi",69,95 min,86630,"7,774,730",2006
Morre Pinga Amor!,5.7,"Comedy, Romance",41,89 min,86600,"41,011,711",2006
O Matulão da Vovó,6.9,Comedy,33,94 min,86516,"6,088,249",2006
Scoop,6.6,"Comedy, Crime, Fantasy",48,96 min,86352,"10,525,717",2006
World Trade Center,6.0,"Drama, History, Thriller",66,129 min,86085,"70,278,893",2006
Este País Não É Para Velhos,8.2,"Crime, Drama, Thriller",92,122 min,1019877,"74,283,625",2007
Eu Sou a Lenda,7.2,"Action, Drama, Horror",65,101 min,789708,"256,386,216",2007
Ratatui,8.1,"Animation, Adventure, Comedy",96,111 min,784856,"206,445,654",2007
Piratas das Caraíbas - Nos Confins do Mundo,7.1,"Action, Adventure, Fantasy",50,169 min,675049,"309,420,425",2007
Transformers,7.0,"Action, Adventure, Sci-Fi",61,144 min,662390,"319,246,193",2007
Ultimato,8.0,"Action, Mystery, Thriller",85,115 min,648546,"227,471,070",2007
O Lado Selvagem,8.1,"Adventure, Biography, Drama",73,148 min,641789,"18,354,356",2007
Homem-Aranha 3,6.3,"Action, Adventure, Sci-Fi",59,139 min,618135,"336,530,303",2007
Haverá Sangue,8.2,Drama,93,158 min,616694,"40,222,514",2007
Super Baldas,7.6,Comedy,76,113 min,610312,"121,463,226",2007
Harry Potter e a Ordem da Fénix,7.5,"Action, Adventure, Family",71,138 min,610110,"292,004,738",2007
Zodiac,7.7,"Crime, Drama, Mystery",79,157 min,573182,"33,080,084",2007
Juno,7.5,"Comedy, Drama",81,96 min,539037,"143,495,265",2007
Hot Fuzz - Esquadrão de Província,7.8,"Action, Comedy, Mystery",81,121 min,523116,"23,637,265",2007
Gangster Americano,7.8,"Biography, Crime, Drama",76,157 min,441184,"130,164,645",2007
Die Hard 4.0 - Viver ou Morrer,7.1,"Action, Thriller",69,128 min,414750,"134,529,403",2007
Sweeney Todd: O Terrível Barbeiro de Fleet Street,7.3,"Drama, Horror, Musical",83,116 min,379170,"52,898,073",2007
Um Azar do Caraças,6.9,"Comedy, Romance",85,129 min,378699,"148,734,225",2007
Ocean's 13,6.9,"Crime, Thriller",62,122 min,359545,"117,154,724",2007
O Atirador,7.1,"Action, Drama, Thriller",53,124 min,346885,"47,003,582",2007
Os Simpsons: O Filme,7.3,"Animation, Adventure, Comedy",80,87 min,342350,"183,135,014",2007
Nevoeiro Misterioso,7.1,"Horror, Sci-Fi, Thriller",58,126 min,327471,"25,594,957",2007
O Comboio das 3 e 10,7.7,"Action, Crime, Drama",76,122 min,324084,"53,606,916",2007
"Shrek, o Terceiro",6.1,"Animation, Adventure, Comedy",58,93 min,322802,"320,706,665",2007
À Prova de Morte,7.0,"Action, Thriller",N/A,127 min,305019,N/A,2007
Expiação,7.8,"Drama, Mystery, Romance",85,123 min,291321,"50,927,067",2007
28 Semanas Depois,6.9,"Action, Adventure, Horror",78,100 min,286319,"28,638,916",2007
1408,6.8,"Fantasy, Horror, Mystery",64,104 min,285105,"71,985,628",2007
Vista Pela Última Vez...,7.6,"Crime, Drama, Mystery",72,114 min,282714,"20,300,218",2007
Stardust - O Mistério da Estrela Cadente,7.6,"Adventure, Family, Fantasy",66,127 min,279321,"38,634,938",2007
Quarteto Fantástico e o Surfista Prateado,5.6,"Action, Adventure, Fantasy",45,92 min,273137,"131,921,738",2007
Missão Solar,7.2,"Sci-Fi, Thriller",64,107 min,260159,"3,675,753",2007
Nunca é Tarde Demais,7.4,"Adventure, Comedy, Drama",42,97 min,254257,"93,466,502",2007
Promessas Perigosas,7.6,"Crime, Drama, Thriller",83,100 min,253887,"17,114,882",2007
Mad Men,8.7,Drama,N/A,47 min,251813,N/A,2007
Actividade Paranormal,6.3,"Horror, Mystery",68,86 min,249739,"107,918,810",2007
O Tesouro 2: O Livro dos Segredos,6.5,"Action, Adventure, Mystery",48,124 min,247722,"219,964,115",2007
Ghost Rider,5.3,"Action, Fantasy, Thriller",35,110 min,247133,"115,802,596",2007
Paranóia,6.8,"Crime, Drama, Mystery",62,105 min,243313,"80,209,692",2007
Planeta Terror,7.0,"Action, Comedy, Horror",N/A,105 min,218702,N/A,2007
"P.S., I Love You",7.0,"Comedy, Drama, Romance",39,126 min,215411,"53,695,808",2007
Ruptura,7.2,"Crime, Drama, Thriller",68,113 min,213323,"39,015,018",2007
Uma História de Encantar,7.1,"Animation, Adventure, Comedy",75,107 min,212573,"127,807,262",2007
The Darjeeling Limited,7.2,"Adventure, Comedy, Drama",67,91 min,210707,"11,902,715",2007
Número 23,6.4,"Crime, Mystery, Thriller",N/A,98 min,208775,"35,193,167",2007
Resident Evil 3: Extinção,6.2,"Action, Horror, Sci-Fi",41,94 min,201733,"50,648,679",2007
Taare Zameen Par,8.3,"Drama, Family",N/A,165 min,201045,"1,223,869",2007
O Homem da Terra,7.8,"Drama, Fantasy, Mystery",N/A,87 min,194694,N/A,2007
A Bússola Dourada,6.1,"Adventure, Family, Fantasy",51,113 min,193687,"70,107,728",2007
[Rec],7.4,"Horror, Mystery, Thriller",71,78 min,189969,N/A,2007
O Assassínio de Jesse James Pelo Cobarde Robert Ford,7.5,"Biography, Crime, Drama",68,160 min,188935,"3,904,982",2007
Grindhouse,7.5,"Action, Horror, Thriller",77,191 min,188488,"25,037,897",2007
Californication,8.3,"Comedy, Drama",N/A,28 min,185629,N/A,2007
Gossip Girl,7.5,"Drama, Romance",N/A,42 min,185015,N/A,2007
30 Dias de Escuridão,6.6,"Action, Adventure, Horror",53,113 min,184191,"39,568,996",2007
Hora de Ponta 3,6.2,"Action, Comedy, Crime",44,91 min,178029,"140,125,968",2007
Hitman - Agente 47,6.2,"Action, Crime, Thriller",35,100 min,175138,"39,687,694",2007
A Glória dos Campeões,6.3,"Comedy, Sport",64,93 min,174550,"118,594,548",2007
A História de uma Abelha,6.1,"Animation, Adventure, Comedy",54,91 min,173288,"126,631,277",2007
Beowulf,6.3,"Animation, Action, Adventure",59,115 min,171657,"82,161,969",2007
Michael Clayton,7.2,"Crime, Drama, Mystery",82,119 min,170836,"49,033,882",2007
O Segredo de Terabítia,7.2,"Drama, Family, Fantasy",74,96 min,166499,"82,272,442",2007
Next - Sem Alternativa,6.2,"Action, Sci-Fi, Thriller",42,96 min,163412,"18,211,013",2007
O Orfanato,7.4,"Drama, Horror, Mystery",74,105 min,160518,"7,161,284",2007
Saw 4 - A Revelação,5.9,"Horror, Mystery, Thriller",36,93 min,157168,"63,300,095",2007
A Face Oculta de Mr. Brooks,7.3,"Crime, Drama, Mystery",45,120 min,154330,"28,476,219",2007
Shoot 'Em Up - Atirar a Matar,6.6,"Action, Comedy, Thriller",49,86 min,153313,"12,807,139",2007
"Evan, o Todo-Poderoso",5.4,"Comedy, Family, Fantasy",37,96 min,152405,"100,462,298",2007
Declaro-vos Marido e... Marido,5.9,"Comedy, Romance",37,115 min,151642,"120,059,556",2007
Lars e o Verdadeiro Amor,7.3,"Comedy, Drama, Romance",70,106 min,150982,"5,972,884",2007
Naruto: Shippûden,8.7,"Animation, Action, Adventure",N/A,24 min,144484,N/A,2007
Chuck,8.2,"Action, Comedy, Drama",N/A,43 min,143628,N/A,2007
Hairspray,6.7,"Comedy, Drama, Musical",81,117 min,135757,"118,871,849",2007
Mr. Bean em Férias,6.4,"Comedy, Family",56,90 min,131074,"33,302,167",2007
O Reino,7.0,"Action, Drama, Thriller",56,110 min,130410,"47,536,778",2007
AVP2: Aliens vs. Predador 2,4.6,"Action, Adventure, Horror",29,94 min,130318,"41,797,066",2007
Halloween,6.0,Horror,47,109 min,126959,"58,272,029",2007
Jogos de Poder,7.0,"Biography, Comedy, Drama",67,102 min,122920,"66,661,095",2007
Porcos & Selvagens,5.8,"Action, Adventure, Comedy",27,100 min,121603,"168,273,550",2007
No Mesmo Tom,7.8,"Drama, Music, Romance",90,86 min,119482,"9,439,923",2007
Morte Num Funeral,7.3,Comedy,67,90 min,119047,"8,579,684",2007
Hannibal - A Origem do Mal,6.1,"Adventure, Crime, Drama",35,121 min,113746,"27,670,986",2007
Across the Universe,7.3,"Drama, Fantasy, History",56,133 min,112922,"24,343,673",2007
August Rush - O Som do Coração,7.4,"Drama, Music",38,114 min,109762,"31,664,162",2007
O Escafandro e a Borboleta,8.0,"Biography, Drama",92,112 min,109318,"5,990,075",2007
Antes que o Diabo Saiba que Morreste,7.3,"Crime, Drama, Thriller",86,117 min,108306,"7,083,025",2007
Epic Movie,2.4,"Adventure, Comedy, Fantasy",17,86 min,108199,"39,739,367",2007
Tropa de Elite,8.0,"Action, Crime, Drama",33,115 min,107665,"8,060",2007
Os Robinsons,6.8,"Animation, Adventure, Comedy",61,95 min,107308,"97,822,171",2007
Música e Letra,6.5,"Comedy, Music, Romance",59,104 min,105748,"50,572,589",2007
O Amor e a Vida Real,6.8,"Comedy, Drama, Romance",65,98 min,105435,"47,642,963",2007
O Motel,6.2,"Horror, Thriller",54,85 min,104939,"19,363,565",2007
Brincadeiras Perigosas,6.5,"Crime, Drama, Thriller",44,111 min,101242,"1,294,640",2007
Silêncio Mortal,6.1,"Horror, Mystery, Thriller",34,89 min,99069,"16,809,076",2007
Em Nome da Amizade,7.4,Drama,61,124 min,98594,"19,661,987",2007
"Pai, Jogas?",6.4,"Comedy, Family, Sport",44,110 min,98487,"90,648,202",2007
A Noite de Todos os Medos,6.7,"Comedy, Horror",N/A,82 min,98054,N/A,2007
Persépolis,8.0,"Animation, Biography, Drama",90,96 min,97946,"4,445,756",2007
O Mal Casado,5.8,"Comedy, Romance",46,116 min,95041,"36,787,257",2007
Guerra,6.2,"Action, Crime, Thriller",36,103 min,94778,"22,486,409",2007
O Cavaleiro das Trevas,9.0,"Action, Crime, Drama",84,152 min,2772776,"534,858,444",2008
Ruptura Total,9.5,"Crime, Drama, Thriller",N/A,49 min,2029723,N/A,2008
WALL·E,8.4,"Animation, Adventure, Family",95,98 min,1161247,"223,808,164",2008
Homem de Ferro,7.9,"Action, Adventure, Sci-Fi",79,126 min,1096050,"318,412,101",2008
Quem Quer Ser Bilionário?,8.0,"Crime, Drama, Romance",84,120 min,864230,"141,319,928",2008
Gran Torino,8.1,Drama,72,116 min,797126,"148,095,302",2008
O Estranho Caso de Benjamin Button,7.8,"Drama, Fantasy, Romance",70,166 min,676502,"127,509,326",2008
Busca Implacável,7.8,"Action, Crime, Thriller",51,90 min,619988,"145,000,989",2008
O Incrível Hulk,6.6,"Action, Adventure, Sci-Fi",61,112 min,511635,"134,518,390",2008
Hancock,6.4,"Action, Comedy, Drama",49,92 min,500201,"227,946,274",2008
O Panda do Kung Fu,7.6,"Animation, Action, Adventure",74,92 min,497200,"215,434,591",2008
Indiana Jones e o Reino da Caveira de Cristal,6.2,"Action, Adventure",65,122 min,479934,"317,101,119",2008
Crepúsculo,5.3,"Drama, Fantasy, Romance",56,122 min,475845,"192,769,854",2008
Estado de Guerra,7.5,"Drama, Thriller, War",95,131 min,464818,"17,017,811",2008
007: Quantum of Solace,6.6,"Action, Adventure, Mystery",58,106 min,461807,"168,368,427",2008
Em Bruges,7.9,"Comedy, Crime, Drama",67,107 min,449805,"7,757,130",2008
Tempestade Tropical,7.1,"Action, Comedy, War",71,107 min,434829,"110,515,313",2008
Nome de Código: Cloverfield,7.0,"Action, Adventure, Horror",64,85 min,412189,"80,048,433",2008
Procurado,6.7,"Action, Crime, Thriller",64,110 min,401218,"134,508,551",2008
Sim!,6.8,"Comedy, Romance",46,104 min,374950,"97,690,976",2008
Alta Pedrada,6.9,"Action, Comedy, Crime",64,111 min,350695,"87,341,380",2008
Destruir Depois de Ler,7.0,"Comedy, Crime, Drama",63,96 min,344418,"60,355,347",2008
Jumper,6.1,"Action, Adventure, Sci-Fi",35,88 min,316698,"80,172,128",2008
O Wrestler,7.9,"Drama, Sport",80,109 min,314971,"26,236,603",2008
Sons of Anarchy,8.6,"Crime, Drama, Thriller",N/A,45 min,312075,N/A,2008
Sete Vidas,7.6,"Drama, Mystery, Thriller",36,123 min,310628,"69,951,824",2008
Filhos e Enteados,6.9,Comedy,51,98 min,309502,"100,468,793",2008
Um Belo Par... de Patins,7.1,"Comedy, Drama, Romance",67,111 min,296053,"63,172,463",2008
Hellboy II - O Exército Dourado,7.0,"Action, Adventure, Fantasy",78,120 min,280650,"75,754,670",2008
Vicky Cristina Barcelona,7.1,"Comedy, Drama, Romance",70,96 min,263571,"23,216,709",2008
Mamma Mia!,6.5,"Comedy, Musical, Romance",51,108 min,262428,"144,130,063",2008
A Troca,7.8,"Biography, Crime, Drama",63,141 min,261542,"35,739,802",2008
21: A Última Cartada,6.8,"Crime, Drama, History",48,123 min,261407,"81,159,365",2008
RocknRolla: A Quadrilha,7.2,"Action, Crime, Thriller",53,114 min,260620,"5,694,401",2008
Sangue Fresco,7.9,"Drama, Fantasy, Mystery",N/A,55 min,253924,N/A,2008
Valquíria,7.1,"Drama, History, Thriller",56,121 min,253717,"83,077,833",2008
O Leitor,7.6,"Drama, Romance",58,124 min,253610,"34,194,407",2008
Fringe,8.4,"Drama, Mystery, Sci-Fi",N/A,46 min,252171,N/A,2008
Madagáscar 2,6.6,"Animation, Adventure, Comedy",61,89 min,239795,"180,010,950",2008
John Rambo,7.0,"Action, Adventure, Thriller",46,92 min,239702,"42,754,105",2008
Modelos Nada Correctos,6.8,Comedy,61,99 min,237336,"67,294,270",2008
O Corpo da Mentira,7.0,"Action, Drama, Thriller",57,128 min,234669,"39,394,666",2008
O Rapaz do Pijama às Riscas,7.7,"Drama, War",55,94 min,234476,"9,030,581",2008
Ip Man,8.0,"Action, Biography, Drama",59,106 min,230169,N/A,2008
Get Smart - Olho Vivo,6.5,"Action, Adventure, Comedy",54,110 min,224522,"130,319,208",2008
Deixa-me Entrar,7.9,"Drama, Fantasy, Horror",82,114 min,222677,"2,122,065",2008
Bolt,6.8,"Animation, Adventure, Comedy",67,96 min,222141,"114,053,579",2008
Revolutionary Road,7.3,"Drama, Romance",69,119 min,220454,"22,911,480",2008
As Crónicas de Nárnia: Príncipe Caspian,6.5,"Action, Adventure, Family",62,150 min,219361,"141,621,490",2008
Corrida Mortal,6.4,"Action, Sci-Fi, Thriller",43,105 min,215367,"36,316,032",2008
O Acontecimento,5.0,"Adventure, Drama, Sci-Fi",34,91 min,213202,"64,506,874",2008
Não te Metas com o Zohan,5.6,"Action, Comedy",54,113 min,209577,"100,018,837",2008
O Mentalista,8.2,"Crime, Drama, Mystery",N/A,43 min,193862,N/A,2008
Olhos de Lince,6.6,"Action, Mystery, Thriller",43,118 min,192402,"101,111,837",2008
O Golpe de Baker Street,7.2,"Crime, Drama, Thriller",69,111 min,186451,"30,060,660",2008
Loucuras em Las Vegas,6.1,"Comedy, Romance",36,99 min,183717,"80,277,646",2008
Zack e Miri Fazem Um Porno,6.5,"Comedy, Romance",56,101 min,180649,"31,457,946",2008
Milk,7.5,"Biography, Drama, History",83,128 min,177431,"31,841,299",2008
O Dia em que a Terra Parou,5.5,"Adventure, Drama, Sci-Fi",40,104 min,175852,"79,366,978",2008
Transporter - Correio de Risco 3,6.0,"Action, Adventure, Thriller",51,104 min,173068,"31,715,062",2008
