title,audience_rating,genre,critic_rating,runtime,votes,gross,year
Tartarugas Ninja: Heróis Mutantes,5.8,"Action, Adventure, Comedy",31,101 min,216671,"191,204,754",2014
Relatos Selvagens,8.1,"Comedy, Drama, Thriller",77,122 min,208765,"3,107,072",2014
Drácula: A História Desconhecida,6.2,"Action, Drama, Fantasy",40,92 min,203046,"56,280,355",2014
Taken 3,6.0,"Action, Crime, Thriller",26,108 min,199834,"89,256,424",2014
O Juiz,7.4,"Crime, Drama",48,141 min,197927,"47,119,388",2014
PK,8.1,"Comedy, Drama, Sci-Fi",N/A,153 min,195262,"10,616,104",2014
Mil e Uma Maneiras de Bater as Botas,6.1,"Comedy, Western",44,116 min,194850,"43,139,300",2014
O Que Fazemos nas Sombras,7.6,"Comedy, Horror",76,86 min,192952,"3,333,000",2014
Os Mercenários 3,6.1,"Action, Adventure, Thriller",35,126 min,190036,"39,322,544",2014
Chefes Intragáveis 2,6.3,"Comedy, Crime",40,108 min,180395,"54,445,357",2014
Invencível,7.2,"Action, Biography, Drama",59,137 min,177229,"115,637,895",2014
Need for Speed: O Filme,6.4,"Action, Adventure, Crime",39,132 min,175731,"43,577,636",2014
BoJack Horseman,8.8,"Animation, Comedy, Drama",N/A,25 min,175522,N/A,2014
Exodus: Deuses e Reis,6.0,"Action, Adventure, Drama",52,150 min,174146,"65,014,513",2014
Outlander,8.4,"Drama, Fantasy, Romance",N/A,60 min,172104,N/A,2014
Annabelle,5.4,"Horror, Mystery, Thriller",37,99 min,168461,"84,273,813",2014
Sin City: Mulher Fatal,6.5,"Action, Crime, Thriller",46,102 min,167197,"13,757,804",2014
Hércules,6.0,"Action, Adventure, Fantasy",47,98 min,161538,"72,688,614",2014
Como Defender Um Assassino,8.1,"Crime, Drama, Mystery",N/A,43 min,160440,N/A,2014
Silicon Valley,8.5,Comedy,N/A,28 min,159709,N/A,2014
A Purga: Anarquia,6.4,"Action, Horror, Sci-Fi",50,103 min,158448,"71,962,800",2014
O Golpe: The Drop,7.0,"Crime, Drama, Thriller",69,106 min,158290,"10,724,389",2014
Deixa o Amor Entrar,7.1,"Comedy, Romance",44,102 min,150158,"20,431",2014
Não Há Duas Sem Três,6.0,"Comedy, Romance",39,109 min,146421,"83,911,193",2014
Foxcatcher,7.0,"Biography, Drama, History",81,134 min,146257,"12,096,300",2014
Caminhos da Floresta,5.9,"Adventure, Comedy, Drama",69,125 min,145386,"128,002,372",2014
"Doidos à Solta, de Novo",5.6,Comedy,36,109 min,142269,"86,208,010",2014
O Meu Nome é Alice,7.5,Drama,72,101 min,140691,"18,754,371",2014
Umas Férias Inesperadas,6.5,"Comedy, Romance",31,117 min,139506,"46,294,610",2014
Armados em Polícias,6.4,"Action, Comedy, Crime",30,104 min,138131,"82,390,774",2014
The Monuments Men - Os Caçadores de Tesouros,6.1,"Comedy, Drama, History",52,118 min,136231,"78,031,620",2014
Jack Ryan: Agente Sombra,6.2,"Action, Drama, Thriller",57,105 min,136142,"50,577,412",2014
Livre,7.1,"Adventure, Biography, Drama",74,115 min,134468,"37,880,356",2014
"À Noite, no Museu 3",6.2,"Adventure, Comedy, Family",47,98 min,130815,"113,746,621",2014
O Universo no Olhar,7.3,"Drama, Mystery, Romance",57,106 min,130398,"334,658",2014
The Raid - Redenção,7.9,"Action, Crime, Thriller",71,150 min,128515,"2,627,209",2014
Penny Dreadful,8.2,"Drama, Fantasy, Horror",N/A,60 min,127523,N/A,2014
Se Eu Ficar,6.7,"Drama, Fantasy, Music",46,107 min,126693,"50,474,843",2014
Paddington,7.3,"Adventure, Comedy, Family",77,95 min,126115,"76,271,832",2014
Cosmos: A Spacetime Odyssey,9.3,Documentary,N/A,557 min,125622,N/A,2014
O Caminho Entre o Bem e o Mal,6.5,"Action, Crime, Drama",57,114 min,125236,"26,307,600",2014
The Giver - O Dador de Memórias,6.4,"Drama, Romance, Sci-Fi",47,97 min,123024,"45,089,048",2014
Polícia em Apuros,6.1,"Action, Comedy, Crime",41,99 min,120096,"134,938,200",2014
Sex Tape - O Nosso Vídeo Proibido,5.1,"Comedy, Romance",36,94 min,115837,"38,543,473",2014
Pompeia,5.5,"Action, Adventure, Drama",41,105 min,114357,"23,219,748",2014
Velas Negras,8.2,"Action, Adventure, Drama",N/A,56 min,109480,N/A,2014
Vício Intrínseco,6.6,"Comedy, Crime, Drama",81,148 min,108470,"8,110,975",2014
The Leftovers,8.3,"Drama, Fantasy, Mystery",N/A,60 min,106723,N/A,2014
Um Santo Vizinho,7.2,"Comedy, Drama",64,102 min,106681,"44,134,898",2014
Aquele Estranho Momento,6.1,"Comedy, Romance",36,94 min,105894,"26,049,082",2014
Mad Max: Estrada da Fúria,8.1,"Action, Adventure, Sci-Fi",90,120 min,1045838,"154,058,340",2015
Star Wars: Episódio VII - O Despertar da Força,7.8,"Action, Adventure, Sci-Fi",80,138 min,955329,"936,662,225",2015
Vingadores: A Era de Ultron,7.3,"Action, Adventure, Sci-Fi",66,141 min,897872,"459,005,868",2015
Perdido em Marte,8.0,"Adventure, Drama, Sci-Fi",80,144 min,892494,"228,433,663",2015
The Revenant: O Renascido,8.0,"Action, Adventure, Drama",76,156 min,841840,"183,637,894",2015
Divertida-Mente,8.1,"Animation, Adventure, Comedy",94,95 min,751461,"356,461,711",2015
Homem-Formiga,7.3,"Action, Comedy, Sci-Fi",64,117 min,702486,"180,202,163",2015
Mundo Jurássico,6.9,"Action, Adventure, Sci-Fi",59,124 min,664417,"652,270,625",2015
Os Oito Odiados,7.8,"Crime, Drama, Mystery",68,168 min,634788,"54,117,416",2015
Better Call Saul,9.0,"Crime, Drama",N/A,46 min,601144,N/A,2015
O Caso Spotlight,8.1,"Biography, Crime, Drama",93,129 min,488331,"45,055,776",2015
Demolidor,8.6,"Action, Crime, Drama",N/A,54 min,459873,N/A,2015
A Queda de Wall Street,7.8,"Biography, Comedy, Drama",81,130 min,459160,"70,259,870",2015
007 Spectre,6.8,"Action, Adventure, Thriller",60,148 min,455472,"200,074,175",2015
Sicário - Infiltrado,7.7,"Action, Crime, Drama",82,121 min,453438,"46,889,293",2015
Narcos,8.8,"Biography, Crime, Drama",N/A,49 min,450828,N/A,2015
Quarto,8.1,"Drama, Thriller",86,118 min,437386,"14,677,674",2015
Velocidade Furiosa 7,7.1,"Action, Crime, Thriller",67,137 min,406075,"353,007,020",2015
Mr. Robot,8.5,"Crime, Drama, Thriller",N/A,49 min,404888,N/A,2015
Missão Impossível: Nação Secreta,7.4,"Action, Adventure, Thriller",75,131 min,398726,"195,042,377",2015
The Hunger Games: A Revolta - Parte 2,6.5,"Action, Adventure, Sci-Fi",65,137 min,349518,"281,723,902",2015
As Cinquenta Sombras de Grey,4.2,"Drama, Romance, Thriller",46,125 min,328933,"166,167,230",2015
O Agente da U.N.C.L.E.,7.2,"Action, Adventure, Comedy",56,116 min,323841,"45,445,109",2015
A Ponte dos Espiões,7.6,"Drama, History, Thriller",81,142 min,321466,"72,313,754",2015
Creed: O Legado de Rocky,7.6,"Action, Drama, Sport",82,133 min,302396,"109,767,581",2015
Exterminador: Genisys,6.3,"Action, Adventure, Sci-Fi",38,126 min,287397,"89,760,956",2015
A Bruxa,7.0,"Drama, Fantasy, Horror",84,92 min,283015,"25,138,705",2015
A Lagosta,7.1,"Drama, Romance, Sci-Fi",82,119 min,274931,"8,699,235",2015
Maze Runner: Provas de Fogo,6.3,"Action, Adventure, Sci-Fi",43,131 min,265312,"81,697,192",2015
O Estagiário,7.1,"Comedy, Drama",51,121 min,264907,"75,764,672",2015
Focus,6.6,"Comedy, Crime, Drama",56,105 min,264517,"53,862,963",2015
Chappie,6.8,"Action, Crime, Drama",41,120 min,262865,"31,569,268",2015
Spy,7.0,"Action, Comedy",75,120 min,252813,"110,825,712",2015
Mínimos,6.4,"Animation, Adventure, Comedy",56,91 min,250744,"336,045,770",2015
Southpaw - Coração de Aço,7.3,"Action, Drama, Sport",57,124 min,250268,"52,421,953",2015
San Andreas,6.1,"Action, Adventure, Thriller",43,114 min,249649,"155,190,832",2015
Insurgente,6.2,"Action, Adventure, Sci-Fi",42,119 min,248033,"130,179,072",2015
Evereste,7.1,"Action, Adventure, Biography",64,121 min,226234,"43,482,270",2015
Ted 2,6.3,Comedy,48,115 min,223183,"81,476,385",2015
Jessica Jones,7.9,"Action, Crime, Drama",N/A,56 min,221587,N/A,2015
Straight Outta Compton,7.8,"Biography, Drama, History",72,147 min,211942,"161,197,785",2015
A Rapariga Dinamarquesa,7.1,"Biography, Crime, Drama",66,119 min,194773,"11,114,018",2015
Lendas do Crime,6.9,"Biography, Crime, Drama",55,132 min,194262,"1,872,994",2015
A Idade de Adaline,7.2,"Drama, Fantasy, Romance",51,112 min,193858,"42,478,175",2015
Ascensão de Jupiter,5.3,"Action, Adventure, Sci-Fi",40,127 min,192249,"47,387,723",2015
Black Mass - Jogo Sujo,6.9,"Biography, Crime, Drama",68,123 min,188133,"62,575,678",2015
Tomorrowland - Terra do Amanhã,6.4,"Action, Adventure, Family",60,130 min,187670,"93,436,322",2015
Cinderela,6.9,"Adventure, Drama, Family",67,105 min,185318,"201,151,353",2015
One Punch Man: Wanpanman,8.7,"Animation, Action, Comedy",N/A,24 min,175748,N/A,2015
Steve Jobs,7.2,"Biography, Drama",82,122 min,175056,"17,766,658",2015
Quarteto Fantástico,4.3,"Action, Adventure, Sci-Fi",27,100 min,172961,"56,117,548",2015
Um Presente do Passado,7.0,"Drama, Mystery, Thriller",77,108 min,166209,"43,771,291",2015
Um Ritmo Perfeito 2,6.4,"Comedy, Music",63,115 min,165737,"184,296,230",2015
The Expanse,8.5,"Drama, Mystery, Sci-Fi",N/A,60 min,164154,N/A,2015
Sense8,8.2,"Drama, Mystery, Sci-Fi",N/A,60 min,159460,N/A,2015
The Last Kingdom,8.5,"Action, Drama, History",N/A,60 min,157804,N/A,2015
Crimson Peak: A Colina Vermelha,6.5,"Drama, Horror, Mystery",66,119 min,154348,"31,090,320",2015
Pixels,5.6,"Action, Comedy, Fantasy",27,105 min,153400,"78,747,585",2015
Brooklyn,7.5,"Drama, Romance",88,117 min,147091,"38,322,743",2015
No Coração do Mar,6.9,"Action, Adventure, Biography",47,122 min,145163,"25,020,758",2015
A Visita,6.2,"Horror, Mystery, Thriller",55,94 min,144086,"65,206,105",2015
Faz-te Homem,6.0,"Comedy, Crime",34,100 min,143244,"90,411,453",2015
Joy,6.6,"Biography, Drama",56,124 min,141844,"56,451,232",2015
Descarrilada,6.2,"Comedy, Drama, Romance",75,125 min,140271,"110,212,700",2015
Fear the Walking Dead,6.8,"Drama, Horror, Sci-Fi",N/A,44 min,137677,N/A,2015
Carol,7.2,"Drama, Romance",94,118 min,137200,"12,711,491",2015
Hotel Transylvania 2,6.6,"Animation, Adventure, Comedy",44,89 min,136712,"169,700,110",2015
"Eu, o Earl e a Tal Miúda",7.7,"Comedy, Drama, Romance",74,105 min,135758,"6,743,776",2015
Schitt's Creek,8.5,Comedy,N/A,22 min,135025,N/A,2015
Green Room,7.0,"Crime, Drama, Horror",79,95 min,133667,"3,219,029",2015
The Walk: O Desafio,7.3,"Adventure, Biography, Drama",70,123 min,132854,"10,137,502",2015
Bãhubali: The Beginning,8.0,"Action, Drama",N/A,159 min,131760,"6,738,000",2015
À Procura de Uma Estrela,6.6,"Comedy, Drama",42,101 min,128152,"13,650,738",2015
Supergirl,6.2,"Action, Adventure, Drama",N/A,43 min,127657,N/A,2015
Pai Há Só Um!,6.2,"Comedy, Family",42,96 min,125541,"150,357,137",2015
A Viagem de Arlo,6.7,"Animation, Adventure, Comedy",66,93 min,122909,"123,087,120",2015
Férias,6.1,"Adventure, Comedy",34,99 min,118394,"58,884,188",2015
The Invitation,6.6,"Drama, Horror, Mystery",74,100 min,115527,"231,703",2015
Insidious: Capítulo 3,6.1,"Horror, Mystery, Thriller",52,97 min,113789,"52,218,558",2015
Noite em Fuga,6.6,"Action, Crime, Thriller",59,114 min,112901,"26,461,644",2015
"A Desaparecida, o Aleijado e os Trogloditas",7.1,"Drama, Horror, Western",72,132 min,111161,N/A,2015
Home: A Minha Casa,6.5,"Animation, Adventure, Comedy",55,94 min,108446,"177,397,510",2015
O Último Caçador de Bruxas,5.9,"Action, Adventure, Fantasy",34,106 min,107319,"27,367,660",2015
O Homem do Castelo Alto,7.9,"Drama, Sci-Fi, Thriller",N/A,60 min,106657,N/A,2015
Cidades de Papel,6.2,"Adventure, Comedy, Drama",56,109 min,106236,"32,000,304",2015
Demolição,7.0,"Comedy, Drama",49,101 min,106110,"1,978,592",2015
 A Guerra dos Tronos,9.8,"Action, Adventure, Drama",N/A,61 min,105385,N/A,2015
Outro/Eu,6.5,"Action, Mystery, Sci-Fi",34,117 min,102486,"12,276,810",2015
Knock Knock - Perigosas Tentações,4.9,"Crime, Drama, Thriller",53,99 min,101033,"36,336",2015
Making a Murderer,8.6,"Documentary, Crime",N/A,60 min,100101,N/A,2015
Hardcore,6.7,"Action, Adventure, Sci-Fi",51,96 min,99685,"9,252,038",2015
Duff,6.4,"Comedy, Romance",56,101 min,99165,"34,030,343",2015
A Força da Verdade,7.1,"Biography, Drama, Sport",55,123 min,98809,"34,542,474",2015
"Eddie, a Águia",7.3,"Adventure, Biography, Comedy",54,106 min,97660,"15,785,632",2015
American Ultra: Agentes Improváveis,6.1,"Action, Comedy",50,96 min,94459,"14,434,604",2015
Hitman: Agente 47,5.7,"Action, Crime, Thriller",28,96 min,93989,"22,467,450",2015
Bajrangi Bhaijaan,8.1,"Action, Adventure, Comedy",N/A,163 min,93432,"8,178,001",2015
Goosebumps: Arrepios,6.3,"Adventure, Comedy, Fantasy",60,103 min,92637,"80,080,379",2015
Sem Saída,6.7,"Action, Thriller",38,103 min,90519,"27,285,953",2015
Drishyam,8.2,"Crime, Drama, Mystery",N/A,163 min,90307,"739,478",2015
Stranger Things,8.7,"Drama, Fantasy, Horror",N/A,51 min,1271665,N/A,2016
Deadpool,8.0,"Action, Comedy",65,108 min,1085613,"363,070,709",2016
Capitão América: Guerra Civil,7.8,"Action, Sci-Fi",75,147 min,824685,"408,084,349",2016
Doutor Estranho,7.5,"Action, Adventure, Fantasy",72,115 min,778438,"232,641,920",2016
Batman v Super-Homem: O Despertar da Justiça,6.5,"Action, Adventure, Sci-Fi",44,151 min,738834,"330,360,194",2016
O Primeiro Encontro,7.9,"Drama, Mystery, Sci-Fi",81,116 min,733118,"100,546,139",2016
Esquadrão Suicida,5.9,"Action, Adventure, Fantasy",40,123 min,706776,"325,100,054",2016
Rogue One: Uma História de Star Wars,7.8,"Action, Adventure, Sci-Fi",65,133 min,665804,"532,177,324",2016
La La Land: Melodia de Amor,8.0,"Comedy, Drama, Music",94,128 min,631615,"151,101,803",2016
O Herói de Hacksaw Ridge,8.1,"Biography, Drama, History",71,139 min,564360,"67,209,615",2016
Fragmentado,7.3,"Horror, Thriller",63,117 min,527202,"138,291,365",2016
Zootrópolis,8.0,"Animation, Adventure, Comedy",78,108 min,525456,"341,268,248",2016
Westworld,8.5,"Drama, Mystery, Sci-Fi",N/A,62 min,520192,N/A,2016
Monstros Fantásticos e Onde Encontrá-los,7.2,"Adventure, Family, Fantasy",66,132 min,493842,"234,037,575",2016
X-Men: Apocalipse,6.9,"Action, Adventure, Sci-Fi",52,144 min,450653,"155,442,489",2016
Passageiros,7.0,"Drama, Romance, Sci-Fi",41,116 min,428711,"100,014,699",2016
Vaiana,7.6,"Animation, Adventure, Comedy",81,107 min,359432,"248,757,044",2016
Bons Rapazes,7.4,"Action, Comedy, Crime",70,116 min,352714,"36,261,763",2016
10 Cloverfield Lane,7.2,"Drama, Horror, Mystery",76,103 min,343834,"72,082,998",2016
Lucifer,8.1,"Crime, Drama, Fantasy",N/A,42 min,342106,N/A,2016
Moonlight,7.4,Drama,99,111 min,322304,"27,854,932",2016
The Accountant - Acerto de Contas,7.3,"Action, Thriller",51,128 min,308893,"86,260,045",2016
Mestres da Ilusão 2,6.4,"Action, Adventure, Comedy",46,129 min,308778,"65,075,540",2016
Manchester by the Sea,7.8,Drama,96,137 min,299044,"47,695,371",2016
Kimi no na wa.,8.4,"Animation, Drama, Fantasy",81,106 min,297368,"5,017,246",2016
Animais Noturnos,7.5,"Drama, Thriller",67,116 min,293759,"10,663,357",2016
À Procura de Dory,7.3,"Animation, Adventure, Comedy",77,97 min,292070,"486,295,561",2016
Nem Respires,7.1,"Crime, Horror, Thriller",71,88 min,290391,"89,217,875",2016
Milagre no Rio Hudson,7.4,"Biography, Drama",74,96 min,288679,"125,070,033",2016
The Conjuring 2 - A Evocação,7.3,"Horror, Mystery, Thriller",65,134 min,287600,"102,470,008",2016
O Livro da Selva,7.4,"Animation, Adventure, Drama",77,106 min,286170,"364,001,123",2016
Viver Depois de Ti,7.4,"Drama, Romance",51,106 min,273291,"56,245,075",2016
Warcraft: O Primeiro Encontro de Dois Mundos,6.7,"Action, Adventure, Fantasy",32,123 min,272911,"47,365,290",2016
Star Trek: Além do Universo,7.0,"Action, Adventure, Sci-Fi",68,122 min,254005,"158,848,340",2016
Elementos Secretos,7.8,"Biography, Drama, History",74,127 min,245074,"169,607,287",2016
Lion - A Longa Estrada Para Casa,8.0,"Biography, Drama",69,118 min,244842,"51,739,495",2016
Hell or High Water - Custe o Que Custar!,7.6,"Crime, Drama, Thriller",88,102 min,242255,"27,007,844",2016
Busanhaeng,7.6,"Action, Horror, Thriller",73,118 min,241011,"2,129,768",2016
Caça-Fantasmas,6.8,"Action, Comedy, Fantasy",60,117 min,239294,"128,344,089",2016
Os Traficantes,7.1,"Biography, Comedy, Crime",57,114 min,239048,"43,034,523",2016
Jason Bourne,6.6,"Action, Thriller",58,123 min,236280,"162,434,410",2016
The Crown,8.6,"Biography, Drama, History",N/A,58 min,233717,N/A,2016
Capitão Fantástico,7.8,"Comedy, Drama",72,118 min,228288,"5,875,006",2016
Os Sete Magníficos,6.9,"Action, Adventure, Drama",54,132 min,222132,"93,432,655",2016
 A Guerra dos Tronos,9.9,"Action, Adventure, Drama",N/A,60 min,218866,N/A,2016
A Vida Secreta dos Nossos Bichos,6.5,"Animation, Adventure, Comedy",61,87 min,211293,"368,384,330",2016
Assassin's Creed,5.6,"Action, Adventure, Sci-Fi",36,115 min,204959,"54,647,948",2016
Central de Inteligência,6.3,"Action, Comedy, Crime",52,107 min,204603,"127,440,871",2016
Salsicha Party,6.1,"Animation, Adventure, Comedy",66,89 min,203561,"97,685,686",2016
Dangal,8.3,"Action, Biography, Drama",N/A,161 min,200992,"12,391,761",2016
A Rapariga no Comboio,6.5,"Crime, Drama, Mystery",48,112 min,194622,"75,395,035",2016
Contra tempo,8.0,"Crime, Drama, Mystery",N/A,106 min,185864,N/A,2016
O Dia da Independência: Nova Ameaça,5.2,"Action, Adventure, Sci-Fi",32,120 min,185329,"103,144,286",2016
Inferno,6.2,"Action, Adventure, Crime",42,121 min,184483,"34,343,574",2016
A Lenda de Tarzan,6.2,"Action, Adventure, Drama",44,110 min,183053,"126,643,061",2016
Cantar!,7.1,"Animation, Comedy, Family",59,108 min,182537,"270,395,425",2016
A Casa da Senhora Peregrine para Crianças Peculiares,6.7,"Adventure, Drama, Family",57,127 min,182275,"87,242,834",2016
Fleabag,8.7,"Comedy, Drama",N/A,27 min,181802,N/A,2016
The Good Place,8.2,"Comedy, Drama, Fantasy",N/A,22 min,177617,N/A,2016
A Promessa,6.1,"Action, Adventure, Drama",49,133 min,177563,N/A,2016
Horizonte Profundo - Desastre no Golfo,7.1,"Action, Drama, History",68,107 min,176618,"61,433,527",2016
O Panda do Kung Fu 3,7.1,"Animation, Action, Adventure",66,95 min,174583,"143,528,619",2016
Jack Reacher: Nunca Voltes Atrás,6.1,"Action, Crime, Drama",47,118 min,167951,"58,697,076",2016
O Fundador,7.2,"Biography, Drama",66,115 min,165887,"12,786,053",2016
Assalto a Londres,5.9,"Action, Thriller",28,99 min,165569,"62,678,608",2016
Aliados,7.1,"Action, Drama, Romance",60,124 min,164280,"40,098,064",2016
A noite de,8.4,"Crime, Drama, Mystery",N/A,525 min,163485,N/A,2016
A Criada,8.1,"Drama, Romance, Thriller",85,145 min,161754,"2,006,788",2016
Snowden,7.3,"Biography, Crime, Drama",58,134 min,158846,"21,587,519",2016
 A Guerra dos Tronos,9.9,"Action, Adventure, Drama",N/A,68 min,155684,N/A,2016
13 Horas: Os Soldados Secretos de Benghazi,7.3,"Action, Drama, History",48,144 min,153197,"52,853,219",2016
Planet Earth II,9.5,Documentary,N/A,298 min,152852,N/A,2016
Isto Somos Nós,8.7,"Comedy, Drama, Romance",N/A,45 min,151936,N/A,2016
Hush,6.6,"Horror, Thriller",67,82 min,146992,N/A,2016
A Grande Muralha,5.9,"Action, Adventure, Fantasy",42,103 min,142462,"45,540,830",2016
"Salve, César!",6.3,"Comedy, Drama, Mystery",72,106 min,140141,"30,498,085",2016
Águas Perigosas,6.3,"Action, Drama, Horror",59,86 min,140107,"55,124,043",2016
Lights Out - Terror na Escuridão,6.3,"Horror, Mystery",58,81 min,137646,"67,268,835",2016
Nerve - Alto Risco,6.5,"Action, Adventure, Crime",58,96 min,137021,"38,583,626",2016
Hunt for the Wilderpeople,7.8,"Adventure, Comedy, Drama",81,101 min,136879,"5,202,582",2016
Luke Cage,7.3,"Action, Crime, Drama",N/A,55 min,136395,N/A,2016
No limiar dos 18,7.3,"Comedy, Drama",77,104 min,135783,"14,431,633",2016
Kubo e as Duas Cordas,7.7,"Animation, Action, Adventure",84,101 min,135386,"48,023,088",2016
Mães à Solta,6.2,Comedy,60,100 min,131364,"113,257,297",2016
A Autópsia de Jane Doe,6.8,"Horror, Mystery, Thriller",65,86 min,130000,"10,474",2016
Um Avô Muito à Frente,5.9,Comedy,21,102 min,129899,"35,593,113",2016
Swiss Army Man,6.9,"Comedy, Drama, Fantasy",64,97 min,129827,"4,208,879",2016
Convergente,5.7,"Action, Adventure, Mystery",33,120 min,129225,"66,184,051",2016
Má Vizinhança 2,5.7,Comedy,58,92 min,127766,"55,455,765",2016
Os Deuses do Egipto,5.4,"Action, Adventure, Drama",25,127 min,122409,"31,153,464",2016
Porquê Ele?,6.2,Comedy,39,111 min,120015,"60,323,786",2016
Silêncio,7.2,"Drama, History",79,161 min,118111,"7,100,177",2016
Alice do Outro Lado do Espelho,6.2,"Adventure, Family, Fantasy",34,113 min,117012,"77,042,381",2016
O Caçador e a Rainha do Gelo,6.1,"Action, Adventure, Drama",35,114 min,116078,"48,390,190",2016
A 5ª Vaga,5.2,"Action, Adventure, Sci-Fi",33,112 min,114409,"34,916,787",2016
Vedações,7.2,Drama,79,139 min,113588,"57,682,904",2016
The OA,7.8,"Drama, Fantasy, Mystery",N/A,60 min,110350,N/A,2016
Montanha II,8.2,"Action, Drama, War",N/A,135 min,109486,N/A,2016
Patriots Day - Unidos Por Boston,7.3,"Action, Crime, Drama",69,133 min,109248,"31,886,361",2016
Lendas do Futuro,6.8,"Action, Adventure, Drama",N/A,42 min,108324,N/A,2016
Logan,8.1,"Action, Drama, Sci-Fi",77,137 min,801734,"226,277,068",2017
Thor: Ragnarok,7.9,"Action, Adventure, Comedy",74,130 min,790063,"315,058,289",2017
